,with,without
Action,0.29789314490575663,0.29955304512578357
Adventure,0.3125560687658472,0.32282460640125227
Animated,0.3554215072623382,0.3735750847294995
Comedy,0.3267656724261884,0.3331737790797292
Historical,0.4070417121292213,0.419706605651742
Fantasy,0.3489985949631945,0.35361209171821745
Horror,0.7754591320387159,0.7822284724736219
Science fiction,0.343241348606313,0.34464006549749565
Documentary,0.3736586372257044,0.3790937069764839
