,with,without
Action,0.2627674736214837,0.2631360481945253
Adventure,0.3089358255485913,0.2875005363095978
Animated,0.32525846346165854,0.35086962658137055
Comedy,0.3351262624818811,0.3262021164248981
Historical,0.43351400825697145,0.40189139079073993
Fantasy,0.3292009601667204,0.3294573122899765
Horror,0.5411230643746142,0.5539471046151783
Science fiction,0.32854033159264134,0.33448109093249906
Documentary,0.364806175513923,0.37424374795122
