,with,without
Action,0.28059179384828536,0.30046399036935195
Adventure,0.33263018512689707,0.31282576338133733
Animated,0.3660804759316871,0.3818817581587407
Comedy,0.3335311490125255,0.3267256933919783
Historical,0.41409406303405627,0.39894789686290905
Fantasy,0.3688053098509279,0.35052342925006663
Horror,0.7484236496699662,0.7433758349736306
Science fiction,0.3434745246963558,0.343915651287371
Documentary,0.39081346426586666,0.3666378349786222
