,with,without
Action,0.3413276798451388,0.322837203346455
Adventure,0.4048108867333136,0.38320290831907067
Animated,0.33771159781617455,0.3614975417676167
Comedy,0.3353841340446816,0.34146462125960714
Historical,0.3618162759083948,0.3784904391374825
Fantasy,0.3719335127318345,0.3654334486728215
Horror,0.5199569697404371,0.5375956119517732
Science fiction,0.3862278327729853,0.4287653869991263
Documentary,0.4001590720351239,0.39573045770039655
