,with,without
Action,0.25584913805426673,0.25338277210924703
Adventure,0.2880945156648699,0.30815011820835797
Animated,0.3330219319010794,0.3497165234742805
Comedy,0.33068763467760254,0.3403750189426029
Historical,0.44009772719957213,0.4019126944944816
Fantasy,0.33441544303199217,0.33123557653218916
Horror,0.5415471168038766,0.5585011629110141
Science fiction,0.3176216369122053,0.32402261513360514
Documentary,0.38821184750038706,0.3903841302449679
