,with,without
Action,0.25893723337779656,0.24159964511740464
Adventure,0.29348522999509774,0.3108286178491904
Animated,0.3279135671929084,0.346621807641062
Comedy,0.3263607338221825,0.3617168272095999
Historical,0.38495852869631925,0.4009619979666426
Fantasy,0.336103835492428,0.33458502941179136
Horror,0.5682619680510428,0.5206016874826408
Science fiction,0.32543369960462715,0.32653618990445393
Documentary,0.3501278179765742,0.3809410027273157
