,with,without
Action,0.2752274190222507,0.25658252378286023
Adventure,0.30194945060558104,0.2956157195655878
Animated,0.34938857144338353,0.35107429594295725
Comedy,0.32179538531511764,0.3360080078994362
Historical,0.35222505457154435,0.42368239637944477
Fantasy,0.32909166173004667,0.35423097269627873
Horror,0.5451098274631734,0.5469999042851257
Science fiction,0.3235546446240212,0.335430473176488
Documentary,0.3672149566311696,0.38257832696512467
