,with,without
Action,0.25605295950155765,0.2454595015576324
Adventure,0.3206464174454829,0.31188108218365224
Animated,0.3676092938733126,0.3677453271028038
Comedy,0.34984423676012466,0.3330341381100727
Historical,0.4166230529595016,0.39942938733125655
Fantasy,0.36494353582554506,0.3592131434505266
Horror,0.7506230529595018,0.7239971443406024
Science fiction,0.3624992731048806,0.37118006230529604
Documentary,0.3984906542056075,0.39228971962616827
