,with,without
Action,0.30725290098723734,0.3076288413271052
Adventure,0.3280092534684103,0.344590693885931
Animated,0.3662492640066611,0.37648723291311437
Comedy,0.3253736178906343,0.3440935844076856
Historical,0.3945068572767556,0.4101052326014113
Fantasy,0.3596773754779858,0.3614634268059364
Horror,0.7783937614445898,0.7633850095024699
Science fiction,0.3516685104432867,0.33673404134111057
Documentary,0.38189567974789085,0.3796261740813807
