,with,without
Action,0.37110128914961255,0.374216853613993
Adventure,0.393519661716194,0.4039781278566059
Animated,0.33628793824298037,0.34191681696053905
Comedy,0.3706467069906128,0.3673733381988201
Historical,0.37395971888785023,0.3878934315085435
Fantasy,0.36977877795916464,0.395812171205055
Horror,0.651927226633767,0.6640535950439689
Science fiction,0.4080587384576591,0.40537580762778663
Documentary,0.4014929538078781,0.3766957942323604
