Extraversion,Observant,Thinking,Judging,Age,way of watching movies,Action,Adventure,Animated,Comedy,Historical,Fantasy,Horror,Science fiction,Documentary,Gender_Female,Gender_Male,Gender_Non-binary / third gender,Entertaining,relaxing,funny,express my feelings,educating,education_bachelor,education_high school or below,education_master or above,Major_arts-related,Major_business-related,Major_engineering and techonology,Major_environment-related,Major_literature language and social sciences,Major_science and math-related,subscription_Never,subscription_Somtimes,subscription_Yes,Frequency_6-10 times a year,Frequency_fewer than 5 times a year,Frequency_more than 10 times a year,number_0-20,number_21-40,number_over 40,with_With friends,with_alone,with_with boyfriend/girlfriend,with_with family,Actor/actress,director,advertisements,genres,previews,comment
52,55,49,56,22.0,0,3,3,3,3,3,3,3,3,3,1,0,0,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,1.0
52,55,51,53,22.0,1,3,4,4,5,4,5,4,3,4,1,0,0,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0
36,69,21,78,20.0,1,2,4,2,4,2,5,2,2,2,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0
49,57,62,49,22.0,1,4,4,4,4,3,4,4,3,4,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0
69,65,69,67,19.0,1,3,3,3,3,3,4,4,4,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,0.0
27,63,36,76,21.0,0,3,4,4,4,2,4,1,3,3,1,0,0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1.0,0.0,0.0,1.0,1.0,0.0
25,41,30,51,20.0,1,3,3,4,4,4,5,4,3,5,1,0,0,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0.0,1.0,0.0,1.0,1.0,0.0
64,85,64,84,20.0,0,4,4,2,1,2,1,1,4,2,1,0,0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,1.0
49,10,52,92,21.0,1,3,5,5,3,4,5,1,4,4,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0
52,46,49,54,20.0,1,2,2,1,2,1,3,1,2,2,1,0,0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
41,46,46,42,20.0,1,3,1,2,1,1,1,1,2,2,1,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
41,44,44,33,20.0,0,3,3,3,3,2,4,1,3,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0
17,69,28,43,21.0,1,4,5,4,5,3,5,3,4,3,1,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0
54,48,56,57,21.0,1,4,5,4,5,4,4,4,3,4,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
32,52,48,51,21.0,1,3,4,4,4,2,4,2,3,4,1,0,0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0
46,45,57,26,19.0,1,3,3,5,5,3,4,1,2,2,1,0,0,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
25,34,24,53,22.0,1,3,4,3,3,4,4,4,3,4,1,0,0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
74,68,52,75,21.0,1,3,4,4,4,4,5,1,4,4,1,0,0,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0
52,52,46,53,22.0,0,1,2,2,3,1,1,2,1,2,0,1,0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0
53,53,56,51,26.0,0,3,3,3,3,3,3,3,3,3,0,0,1,0.0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
42,53,42,56,20.0,0,5,5,4,5,2,5,3,2,2,0,1,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,1.0
60,60,53,70,20.0,1,4,4,4,4,4,3,4,4,4,1,0,0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0,1.0,1.0,0.0,1.0,0.0
73,59,65,69,20.0,1,4,4,3,5,3,5,1,3,2,1,0,0,0.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0
53,59,60,49,20.0,0,4,4,4,4,4,4,3,4,4,1,0,0,1.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
65,53,54,69,22.0,1,3,2,2,4,5,3,3,4,3,1,0,0,0.0,1.0,1.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0
41,44,42,40,19.0,0,3,3,3,3,3,3,3,3,3,1,0,0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
53,37,23,33,22.0,0,3,3,4,5,3,5,1,4,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1.0,0.0,0.0,1.0,1.0,0.0
46,51,46,54,21.0,0,4,3,4,5,4,5,3,4,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0
45,62,30,56,19.0,0,4,4,4,4,4,4,4,4,4,1,0,0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1.0,0.0,1.0,0.0,1.0,0.0
33,66,17,57,19.0,1,4,4,5,5,4,5,3,4,2,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0
41,39,43,77,22.0,0,2,1,1,2,2,2,2,1,1,1,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
69,78,78,85,21.0,1,3,3,3,3,3,3,3,3,3,1,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0
38,57,46,43,20.0,1,3,3,4,4,3,4,3,4,4,1,0,0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1.0,0.0,0.0,1.0,1.0,0.0
68,81,79,77,22.0,0,3,4,4,4,3,4,1,3,4,0,1,0,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0,0.0,0.0,1.0,1.0,0.0
17,49,40,88,20.0,0,3,5,5,5,2,5,5,4,2,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0
56,51,44,58,19.0,0,3,3,3,3,3,3,3,3,3,0,1,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,1.0,1.0
56,46,57,52,20.0,0,3,3,4,4,4,4,3,4,5,1,0,0,0.0,0.0,1.0,1.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0
53,58,53,51,20.0,0,2,3,3,5,4,4,1,3,4,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
42,63,75,51,21.0,0,4,4,4,4,4,4,4,4,4,1,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0
66,30,32,63,20.0,1,3,5,5,3,3,5,1,5,3,0,1,0,1.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1.0,0.0,0.0,1.0,1.0,0.0
54,43,48,36,20.0,1,1,1,4,4,3,5,4,4,1,1,0,0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0
52,54,50,55,20.0,1,3,3,3,3,3,3,3,3,3,1,0,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,1.0,0.0
72,43,50,52,20.0,0,5,5,5,5,4,5,2,3,4,1,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0
56,70,62,59,20.0,0,2,4,3,4,2,4,3,2,2,1,0,0,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0
63,50,60,59,21.0,1,3,3,3,3,4,3,2,2,3,1,0,0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0
52,71,65,36,19.0,1,4,4,4,4,4,4,4,4,4,0,1,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0
47,51,82,84,21.0,1,1,1,1,1,1,1,1,2,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
49,54,47,56,20.0,0,3,3,3,3,3,3,3,3,3,1,0,0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
47,52,55,44,22.0,0,3,3,4,3,3,4,3,3,4,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0
34,43,44,65,21.0,1,1,1,2,1,1,1,1,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
61,49,63,34,21.0,1,3,3,4,5,3,4,1,4,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
45,62,30,56,19.0,1,3,4,5,3,3,4,3,3,3,1,0,0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1.0,0.0,1.0,0.0,1.0,0.0
61,46,68,67,19.0,1,2,3,2,4,3,4,4,3,3,1,0,0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0
28,44,54,29,20.0,0,3,4,4,4,2,3,1,5,4,1,0,0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
67,30,70,92,19.0,0,1,1,1,5,1,5,1,1,5,1,0,0,0.0,1.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0
28,34,33,90,20.0,0,3,3,4,5,5,4,1,3,4,1,0,0,1.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,1.0
67,58,36,46,20.0,0,3,1,1,1,1,1,1,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
55,54,57,56,21.0,1,1,2,2,4,4,2,2,2,1,0,1,0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0
73,41,44,78,19.0,0,3,3,3,3,3,3,3,3,3,1,0,0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0
52,46,58,60,21.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1.0,1.0,1.0,0.0,0.0,0.0
59,42,44,82,21.0,1,3,4,4,2,5,5,3,4,4,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
36,42,53,28,20.0,0,4,4,3,4,5,4,3,4,3,0,1,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,1.0
33,53,56,55,20.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1.0,1.0,0.0,1.0,0.0,0.0
52,57,66,60,20.0,1,3,2,3,4,2,1,1,2,1,1,0,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0
21,45,62,51,20.0,0,2,3,4,5,5,5,3,3,5,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0
44,61,54,53,20.0,0,3,3,2,4,1,4,3,3,2,1,0,0,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0
17,83,14,86,19.0,1,4,4,4,5,4,4,3,2,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
36,38,44,49,20.0,1,4,4,4,3,2,5,4,3,2,1,0,0,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
34,51,32,39,20.0,0,3,3,5,5,3,5,1,4,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
92,28,16,61,20.0,0,4,3,4,5,4,5,3,2,3,0,1,0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0
52,54,54,55,20.0,1,4,4,4,4,4,4,4,4,4,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
74,37,44,49,21.0,0,1,1,4,4,3,4,3,2,3,1,0,0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0
45,44,32,68,22.0,0,4,4,5,5,3,4,3,3,3,1,0,0,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0
47,55,71,67,21.0,1,3,3,3,4,4,4,1,4,4,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0
65,62,70,51,22.0,1,3,3,4,4,4,4,3,4,3,1,0,0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
46,51,49,68,20.0,0,3,3,4,3,3,3,3,3,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0
44,28,22,46,19.0,0,3,3,4,5,4,5,4,5,5,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0
25,18,21,56,21.0,0,3,3,4,3,3,3,1,3,3,1,0,0,1.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0
56,39,34,43,19.0,0,4,5,3,5,4,5,5,5,4,1,0,0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0
58,75,82,73,21.0,1,2,3,5,4,4,5,5,3,2,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
57,58,40,54,20.0,0,4,4,5,5,3,4,1,3,4,1,0,0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0
56,58,40,67,21.0,1,2,2,1,4,3,3,2,2,2,1,0,0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,1.0
60,49,48,58,21.0,0,3,3,3,4,3,4,2,4,3,1,0,0,1.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
42,74,57,12,20.0,1,3,3,3,3,3,4,2,4,4,1,0,0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
24,71,47,19,20.0,1,1,1,1,1,2,3,4,3,2,1,0,0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0
47,44,44,50,20.0,1,2,3,3,4,2,2,3,2,3,1,0,0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1.0,1.0,1.0,0.0,0.0,0.0
12,12,26,28,20.0,1,4,4,3,2,2,4,4,4,2,1,0,0,1.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0
52,51,57,63,20.0,1,3,3,4,3,1,4,4,3,2,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,1.0
61,63,67,71,20.0,0,1,2,3,3,3,5,3,3,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
28,43,54,29,21.0,0,4,4,4,4,2,4,1,5,4,1,0,0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
29,38,22,51,19.0,0,3,3,4,4,3,3,3,3,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
47,37,37,33,20.0,1,3,4,4,5,4,3,2,3,3,1,0,0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0
45,38,36,78,20.0,1,1,2,4,4,3,4,2,2,2,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0
56,38,52,63,20.0,0,1,2,3,3,4,2,3,4,4,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0
54,57,26,94,19.0,0,4,5,3,5,2,5,1,4,3,1,0,0,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
22,64,54,17,20.0,1,2,4,3,4,3,2,2,1,4,1,0,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0
43,46,59,53,20.0,1,4,4,3,4,3,4,2,4,4,1,0,0,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
32,51,57,36,20.0,1,3,3,2,3,3,2,4,1,2,1,0,0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0
47,49,44,63,20.0,1,3,3,5,4,2,4,1,3,4,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
67,53,59,43,20.0,0,3,3,3,4,3,4,1,3,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
25,74,41,37,21.0,0,4,3,2,3,2,5,4,4,2,0,1,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0
43,66,53,53,18.0,1,2,2,1,2,2,5,5,3,3,1,0,0,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,1.0,1.0
73,83,80,81,21.0,1,4,4,4,4,4,4,4,4,4,1,0,0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1.0,1.0,0.0,1.0,0.0,0.0
40,58,58,60,20.0,1,3,3,3,4,3,2,3,2,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1.0,0.0,0.0,1.0,0.0,1.0
67,50,54,59,20.0,1,3,2,2,2,4,2,3,2,3,1,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1.0,1.0,1.0,0.0,0.0,0.0
49,50,52,50,20.0,1,3,3,3,3,3,3,3,3,3,1,0,0,1.0,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,1.0
43,51,26,44,18.0,1,3,3,3,3,3,3,2,3,3,1,0,0,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0
41,44,59,40,19.0,1,3,4,3,5,5,5,2,4,4,1,0,0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
